Customer_Name,CustID,Revenue,% Total,Profit
ALBERT CABELLO,17857,24.99,0.00%,15.64
IAN HALL,16042,24.99,0.00%,15.64
TRINITY WATSON,28808,24.99,0.00%,15.64
MARSHALL XU,26687,24.99,0.00%,15.64
PHILLIP SMITH,26101,24.99,0.00%,15.64
WAYNE SHARMA,19175,24.99,0.00%,15.64
LINDSAY NATH,21841,24.99,0.00%,15.64
WAYNE YUAN,17088,24.99,0.00%,15.64
KATELYN TORRES,20804,24.99,0.00%,15.64
EBONY VANCE,20724,24.99,0.00%,15.64
CHARLES RAMIREZ,25956,24.99,0.00%,15.64
NOAH HAYES,28994,24.99,0.00%,15.64
KATHLEEN ROMERO,14019,24.99,0.00%,15.64
MELINDA RAMOS,29220,24.99,0.00%,15.64
LOGAN THOMPSON,26522,24.99,0.00%,15.64
BRETT LOPEZ,19079,24.99,0.00%,15.64
HAILEY PERRY,20721,24.99,0.00%,15.64
CAMERON SHARMA,17832,24.99,0.00%,15.64
KEVIN HUGHES,25354,24.99,0.00%,15.64
ALEXANDRA KING,20579,24.99,0.00%,15.64
ELIJAH PERRY,29007,24.99,0.00%,15.64
CARLY SHAN,18631,24.99,0.00%,15.64
SETH WASHINGTON,25851,24.99,0.00%,15.64
KELLI ZHANG,26072,24.99,0.00%,15.64
GERALD JORDAN,19053,24.99,0.00%,15.64
LUCAS DAVIS,19378,24.99,0.00%,15.64
BRIANNA WATSON,28812,24.99,0.00%,15.64
JESSIE LIANG,19513,24.99,0.00%,15.64
SYDNEY MITCHELL,29026,24.99,0.00%,15.64
DUSTIN RAJE,16323,24.99,0.00%,15.64
DIANA MUNOZ,15066,24.99,0.00%,15.64
MARTIN SRINI,18629,24.99,0.00%,15.64
DANNY MUNOZ,19355,24.99,0.00%,15.64
EDWARD PEREZ,26471,24.99,0.00%,15.64
DAWN DENG,16439,24.99,0.00%,15.64
HEIDI GONZALEZ,13157,24.99,0.00%,15.64
EVELYN PATEL,18033,24.99,0.00%,15.64
SUSAN XU,17108,24.99,0.00%,15.64
KATE JAI,14706,24.99,0.00%,15.64
BILLY RUIZ,26500,24.99,0.00%,15.64
NICHOLE SHAN,19461,24.99,0.00%,15.64
OLIVIA POWELL,25345,24.99,0.00%,15.64
JAY ALVAREZ,29171,24.99,0.00%,15.64
DESTINY BROWN,25847,24.99,0.00%,15.64
EMMA RUSSELL,21512,24.99,0.00%,15.64
DAWN ANDERSEN,16473,24.99,0.00%,15.64
KELLY HAYES,28974,24.99,0.00%,15.64
ALLISON GRAY,20571,24.99,0.00%,15.64
NOAH BAKER,26685,24.99,0.00%,15.64
EMMANUEL SANCHEZ,21856,24.99,0.00%,15.64
ALVIN RAJI,26347,24.99,0.00%,15.64
CURTIS LI,13692,24.99,0.00%,15.64
BRYAN COOPER,28973,24.99,0.00%,15.64
THERESA SCHMIDT,21854,24.99,0.00%,15.64
VICTORIA JOHNSON,28681,24.99,0.00%,15.64
DYLAN PATTERSON,26068,24.99,0.00%,15.64
MASON SANCHEZ,28800,24.99,0.00%,15.64
BENJAMIN POWELL,25968,24.99,0.00%,15.64
GARRETT PETERSON,26006,24.99,0.00%,15.64
MATTHEW WHITE,26199,24.99,0.00%,15.64
JORDAN COLLINS,26489,24.99,0.00%,15.64
HUNTER SMITH,21507,24.99,0.00%,15.64
RILEY BUTLER,25844,24.99,0.00%,15.64
MICHELE MARTINEZ,19247,24.99,0.00%,15.64
CHLOE BROWN,25890,24.99,0.00%,15.64
JASON YOUNG,16441,24.99,0.00%,15.64
AUSTIN LONG,29249,24.99,0.00%,15.64
KURT SHAN,18017,24.99,0.00%,15.64
COURTNEY CAMPBELL,29228,24.99,0.00%,15.64
HALEY ALLEN,17640,24.99,0.00%,15.64
ALEXANDER JACKSON,28793,24.99,0.00%,15.64
MARIA MORRIS,16254,24.99,0.00%,15.64
NICOLAS DENG,17738,24.99,0.00%,15.64
CATHERINE RAMIREZ,28862,24.99,0.00%,15.64
MORGAN CAMPBELL,26010,24.99,0.00%,15.64
EBONY DIAZ,17845,24.99,0.00%,15.64
ALISON GOEL,15452,24.99,0.00%,15.64
MELANIE GRIFFIN,26517,24.99,0.00%,15.64
TRACY JAI,17783,24.99,0.00%,15.64
PRESTON SARA,16558,24.99,0.00%,15.64
MICHELE RUIZ,16458,24.99,0.00%,15.64
BRUCE SANCHEZ,18036,24.99,0.00%,15.64
JAY SERRANO,16474,24.99,0.00%,15.64
KARI GILL,22324,24.99,0.00%,15.64
SOPHIA EVANS,29241,24.99,0.00%,15.64
DYLAN LEE,26054,24.99,0.00%,15.64
GABRIEL SHARMA,15618,24.99,0.00%,15.64
RYAN BRYANT,25206,24.99,0.00%,15.64
ISAAC COOPER,28809,24.99,0.00%,15.64
CAROL SIMMONS,25343,24.99,0.00%,15.64
EMILY HAYES,19184,24.99,0.00%,15.64
JESUS ROMERO,16326,24.99,0.00%,15.64
SARAH MILLER,19178,24.99,0.00%,15.64
ROSA ZENG,16302,24.99,0.00%,15.64
ALEXIA ALEXANDER,25893,24.99,0.00%,15.64
RAFAEL KUMAR,19088,24.27,0.00%,15.19
JESSIE YE,14145,24.27,0.00%,15.19
RACHEL RUSSELL,21581,24.27,0.00%,15.19
RAFAEL GAO,18733,24.27,0.00%,15.19
ALEJANDRO GAO,15065,24.27,0.00%,15.19
FRANCISCO LOPEZ,18714,24.27,0.00%,15.19
PRISCILLA RAJI,13832,24.27,0.00%,15.19
GLENN GUO,18712,24.27,0.00%,15.19
MISTY RAI,12457,24.27,0.00%,15.19
BRANDON KUMAR,12790,24.27,0.00%,15.19
BARBARA ASHE,18734,24.27,0.00%,15.19
WILLIAM TAYLOR,15839,24.27,0.00%,15.19
KAITLYN WASHINGTON,14372,24.27,0.00%,15.19
MINDY PAL,19097,24.27,0.00%,15.19
MEGHAN SUAREZ,22177,24.27,0.00%,15.19
BAILEY MORRIS,13379,24.27,0.00%,15.19
GEOFFREY MALHOTRA,18298,24.27,0.00%,15.19
ISABELLA PARKER,13752,24.27,0.00%,15.19
LUKE SHAN,13365,24.27,0.00%,15.19
MEREDITH HERNANDEZ,13950,24.27,0.00%,15.19
ISABELLA COOK,13172,24.27,0.00%,15.19
KATHERINE PEREZ,22079,24.27,0.00%,15.19
RILEY BRADLEY,18142,24.27,0.00%,15.19
JESSICA MILLER,13200,24.27,0.00%,15.19
ROY DOMINGUEZ,29189,23.97,0.00%,15
WESLEY HUANG,29320,23.97,0.00%,15
MATTHEW JACKSON,20493,23.97,0.00%,15
ZACHARY LEE,21319,23.97,0.00%,15
MEGHAN SERRANO,20391,23.97,0.00%,15
DARREN CHANDRA,20698,23.97,0.00%,15
BRANDON THOMAS,21770,23.97,0.00%,15
VICTORIA PRICE,21338,23.97,0.00%,15
JESSICA JACKSON,27443,23.78,0.00%,14.88
JACLYN GAO,25667,23.78,0.00%,14.88
JORGE ZHANG,26874,23.78,0.00%,14.88
TASHA LAL,28408,23.78,0.00%,14.88
MASON GONZALEZ,26358,23.78,0.00%,14.88
ROSS NAVARRO,22435,23.78,0.00%,14.88
SANDRA WANG,24878,23.78,0.00%,14.88
ALVIN CHANDE,24893,23.78,0.00%,14.88
BRANDON TAYLOR,27737,23.78,0.00%,14.88
RICHARD MOORE,22420,23.78,0.00%,14.88
MASON BENDIXEN,27411,23.78,0.00%,14.88
NAOMI NAVARRO,24846,23.78,0.00%,14.88
KATHRYN XU,25210,23.78,0.00%,14.88
GLENN ZHU,22567,23.78,0.00%,14.88
LATASHA SANZ,29384,23.78,0.00%,14.88
MONIQUE ALONSO,24842,23.78,0.00%,14.88
KRISTINA RANA,27847,23.78,0.00%,14.88
CLAYTON YANG,25145,23.78,0.00%,14.88
EVELYN ARUN,27842,23.78,0.00%,14.88
FERNANDO MARTINEZ,20454,23.78,0.00%,14.88
HUNTER WRIGHT,27477,23.78,0.00%,14.88
RACHEL JAMES,21077,23.78,0.00%,14.88
LAURA ZHU,29439,23.78,0.00%,14.88
EMMA JENKINS,24854,23.78,0.00%,14.88
CHASE ROGERS,27648,23.78,0.00%,14.88
KELLY WASHINGTON,28748,23.78,0.00%,14.88
CEDRIC HU,26969,23.78,0.00%,14.88
BAILEY BAKER,26271,23.78,0.00%,14.88
EVAN STEWART,27426,23.78,0.00%,14.88
ROSS RAMAN,22529,23.78,0.00%,14.88
JAMES POWELL,28231,23.78,0.00%,14.88
JENNIFER KELLY,27682,23.78,0.00%,14.88
EVELYN PRASAD,21045,23.78,0.00%,14.88
TRACY SHARMA,17731,23.78,0.00%,14.88
DONNA RAJE,20607,23.78,0.00%,14.88
SHAUN RAI,26431,23.78,0.00%,14.88
KRISTI DIAZ,22413,23.78,0.00%,14.88
LINDSAY DENG,29447,23.78,0.00%,14.88
VALERIE GUO,21676,23.78,0.00%,14.88
GERALD LOPEZ,25530,23.78,0.00%,14.88
WYATT HUGHES,26872,23.78,0.00%,14.88
ROY VANCE,27813,23.78,0.00%,14.88
GABRIELLE RIVERA,27674,23.78,0.00%,14.88
MARCUS GONZALEZ,27754,23.78,0.00%,14.88
HEATHER XU,26880,23.78,0.00%,14.88
MARIA BRYANT,26370,23.78,0.00%,14.88
WESLEY ZHU,19624,23.78,0.00%,14.88
DAWN ZHOU,22499,23.78,0.00%,14.88
DWAYNE DOMINGUEZ,25806,23.78,0.00%,14.88
KAITLIN VANCE,29383,23.78,0.00%,14.88
TASHA XIE,24696,23.78,0.00%,14.88
CALVIN SHARMA,25754,23.78,0.00%,14.88
TABITHA MARTIN,25269,23.78,0.00%,14.88
CARLOS PHILLIPS,27750,23.78,0.00%,14.88
ALEXANDRIA SANCHEZ,27644,23.78,0.00%,14.88
DALTON MARTINEZ,28413,23.78,0.00%,14.88
ELIJAH YOUNG,24838,23.78,0.00%,14.88
RICHARD GRIFFIN,27650,23.78,0.00%,14.88
BLAKE JENKINS,28907,23.78,0.00%,14.88
MICHELE FERNANDEZ,24884,23.78,0.00%,14.88
TASHA GOEL,19478,23.78,0.00%,14.88
LUIS PATTERSON,27748,23.78,0.00%,14.88
SUMMER MARTINEZ,26212,23.78,0.00%,14.88
MARVIN RUIZ,18796,23.78,0.00%,14.88
JERMAINE SANCHEZ,25684,23.78,0.00%,14.88
DIANE ALVAREZ,26851,23.78,0.00%,14.88
DESTINY SANCHEZ,27600,23.78,0.00%,14.88
ANDY SUAREZ,22485,23.78,0.00%,14.88
KRISTA DIAZ,28913,23.78,0.00%,14.88
TERESA ALVAREZ,22542,23.78,0.00%,14.88
JESSIE NAVARRO,27172,23.78,0.00%,14.88
GRACE GRAY,21078,23.78,0.00%,14.88
LISA YE,27855,23.78,0.00%,14.88
KRISTIN TANG,25794,23.78,0.00%,14.88
OLIVIA STEWART,18749,23.78,0.00%,14.88
CARLOS KELLY,28561,23.78,0.00%,14.88
DEVON SHAN,25297,23.78,0.00%,14.88
JAVIER MUNOZ,26385,23.78,0.00%,14.88
SHEENA RAI,29393,23.78,0.00%,14.88
NICOLE ROBINSON,28730,23.78,0.00%,14.88
LUKE GREEN,28392,23.78,0.00%,14.88
TOMMY XIE,29425,23.78,0.00%,14.88
KARA LUO,28903,23.78,0.00%,14.88
JACQUELINE PATTERSON,26480,23.78,0.00%,14.88
GINA BLANCO,28918,23.78,0.00%,14.88
RACHAEL VANCE,26899,23.78,0.00%,14.88
CHRISTOPHER MARTINEZ,27661,23.78,0.00%,14.88
KRISTINE CARLSON,28753,23.78,0.00%,14.88
EMILY ANDERSON,25220,23.78,0.00%,14.88
MEREDITH SRINI,24882,23.78,0.00%,14.88
RACHEL MORGAN,27463,23.78,0.00%,14.88
ALISHA RAJE,24872,23.78,0.00%,14.88
JASMINE RIVERA,27025,23.78,0.00%,14.88
RAMON MA,27526,23.78,0.00%,14.88
KAITLYN SANDERS,27479,23.78,0.00%,14.88
LINDSEY GOEL,26894,23.78,0.00%,14.88
JUAN RUIZ,28746,23.78,0.00%,14.88
XAVIER SANDERS,16721,23.78,0.00%,14.88
DARREN PATEL,26990,23.78,0.00%,14.88
BETHANY ASHE,19350,23.78,0.00%,14.88
NICOLAS XU,27826,23.78,0.00%,14.88
HENRY SULLIVAN,20603,23.78,0.00%,14.88
MICHEAL SERRANO,25629,23.78,0.00%,14.88
KENNETH ANAND,22513,23.78,0.00%,14.88
CRAIG GILL,29379,23.78,0.00%,14.88
KATELYN WATSON,21477,23.62,0.00%,12.31
WHITNEY MALHOTRA,28944,23.62,0.00%,12.31
SARAH PATTERSON,21772,23.62,0.00%,12.31
ALEX KELLY,20738,23.62,0.00%,12.31
TONYA GOEL,29123,23.62,0.00%,12.31
ETHAN WHITE,22021,23.62,0.00%,12.31
ANGEL LOPEZ,23263,23.62,0.00%,12.31
ARTHUR KAPOOR,24483,23.62,0.00%,12.31
DALTON LOPEZ,20534,23.62,0.00%,12.31
DAVID HARRIS,21467,23.62,0.00%,12.31
DAVID GONZALES,22047,23.62,0.00%,12.31
MORGAN REED,28779,23.62,0.00%,12.31
SARAH BROWN,21687,23.62,0.00%,12.31
TAYLOR GRAY,20536,23.62,0.00%,12.31
JACQUELINE LONG,23519,23.62,0.00%,12.31
CHRISTINA REED,21592,23.62,0.00%,12.31
NATALIE JAMES,21902,23.62,0.00%,12.31
ANGEL TORRES,21290,23.62,0.00%,12.31
MISTY SHEN,25019,23.62,0.00%,12.31
ETHAN DIAZ,21398,23.62,0.00%,12.31
THOMAS EVANS,20537,23.62,0.00%,12.31
HANNAH CLARK,22055,23.62,0.00%,12.31
KAITLYN NELSON,24276,23.62,0.00%,12.31
OLIVIA JONES,21307,23.62,0.00%,12.31
WILLIE WANG,29304,23.62,0.00%,12.31
SEAN JAMES,22068,23.62,0.00%,12.31
JAMES HUGHES,21495,23.62,0.00%,12.31
DANIEL THOMPSON,21776,23.62,0.00%,12.31
SAMUEL CHEN,22024,23.62,0.00%,12.31
JADA COOPER,21304,23.62,0.00%,12.31
SHEENA LUO,20733,23.62,0.00%,12.31
NATHAN LEE,12604,23.62,0.00%,12.31
JOCELYN ROSS,21451,23.62,0.00%,12.31
ANGEL COOK,21799,23.62,0.00%,12.31
LOGAN ROBERTS,21463,23.62,0.00%,12.31
SHEILA GILL,17375,23.55,0.00%,13.83
CAROLYN FERNANDEZ,29302,22.93,0.00%,14.35
ADAM WANG,21340,22.93,0.00%,14.35
JONATHAN WASHINGTON,20761,22.93,0.00%,14.35
HALEY LONG,20776,22.93,0.00%,14.35
BLAKE LOPEZ,21444,22.93,0.00%,14.35
SAMANTHA RODRIGUEZ,21245,22.93,0.00%,14.35
AMY LU,20464,22.93,0.00%,14.35
JESUS HERNANDEZ,24267,22.93,0.00%,14.35
SHEENA SHEN,21771,22.93,0.00%,14.35
BAILEY REED,22069,22.93,0.00%,14.35
ISAIAH TORRES,23277,22.93,0.00%,14.35
DEVIN LONG,21500,22.93,0.00%,14.35
DEVIN ROBERTS,21718,22.93,0.00%,14.35
ANTHONY MILLER,20774,22.93,0.00%,14.35
LEE ROMERO,20389,22.93,0.00%,14.35
TINA RODRIGUEZ,27888,22.93,0.00%,14.35
DENISE MALHOTRA,19524,22.87,0.00%,11.85
DEANNA SUAREZ,11354,22.62,0.00%,11.69
RICHARD RUSSELL,27633,22.26,0.00%,13.92
JENNIFER EVANS,15519,21.98,0.00%,13.76
DEANNA ROMERO,23570,21.98,0.00%,13.76
NATALIE LOPEZ,14113,21.98,0.00%,13.76
MARCUS SANDERS,13186,21.98,0.00%,13.76
KRISTOPHER MARTINEZ,13467,21.98,0.00%,13.76
MICHELLE RICHARDSON,14021,21.98,0.00%,13.76
MADISON BENNETT,12453,21.98,0.00%,13.76
ISABELLE BENNETT,18674,21.98,0.00%,13.76
KAITLYN WATSON,15246,21.98,0.00%,13.76
CATHERINE WARD,13448,21.98,0.00%,13.76
CONNOR GRIFFIN,12775,21.98,0.00%,13.76
TRACY GOEL,18178,21.98,0.00%,13.76
FERNANDO RODRIGUEZ,12967,21.98,0.00%,13.76
WYATT ADAMS,14890,21.98,0.00%,13.76
ABBY MEHTA,22179,21.98,0.00%,13.76
DALTON CARTER,13893,21.98,0.00%,13.76
JULIO ALONSO,13749,21.98,0.00%,13.76
JADA SANDERS,12759,21.98,0.00%,13.76
DON GUO,18742,21.98,0.00%,13.76
ROSS GILL,14996,21.98,0.00%,13.76
DYLAN WANG,13229,21.98,0.00%,13.76
ROBIN TORRES,13864,21.98,0.00%,13.76
ANTHONY HARRIS,21447,21.98,0.00%,13.76
CARL NARA,12971,21.98,0.00%,13.76
SEBASTIAN MURPHY,13876,21.98,0.00%,13.76
JEREMIAH SIMMONS,13902,21.98,0.00%,13.76
GABRIEL LI,13395,21.98,0.00%,13.76
BARBARA LU,13293,21.98,0.00%,13.76
ARTHUR RUBIO,13297,21.98,0.00%,13.76
LUKE HERNANDEZ,13931,21.98,0.00%,13.76
HAILEY ROGERS,13861,21.98,0.00%,13.76
JUSTIN SMITH,19827,21.98,0.00%,13.76
CARLOS PEREZ,14027,21.98,0.00%,13.76
CAMERON TAYLOR,12445,21.98,0.00%,13.76
SARAH JOHNSON,13276,21.98,0.00%,13.76
ARTHUR ALONSO,19054,21.98,0.00%,13.76
MOLLY GONZALEZ,16370,21.98,0.00%,13.76
STEPHANIE ADAMS,14042,21.98,0.00%,13.76
JOHNNY JAI,14082,21.98,0.00%,13.76
KAYLEE KING,12891,21.98,0.00%,13.76
MITCHELL ANAND,14437,21.98,0.00%,13.76
KRISTIN DENG,13859,21.98,0.00%,13.76
VINCENT YANG,17201,21.98,0.00%,13.76
MASON LOPEZ,22923,21.98,0.00%,13.76
CARLOS MURPHY,13275,21.98,0.00%,13.76
KAITLYN GONZALEZ,13349,21.98,0.00%,13.76
PHILIP RAMOS,12906,21.98,0.00%,13.76
JASMINE JONES,13320,21.98,0.00%,13.76
COURTNEY KING,13213,21.98,0.00%,13.76
LUCAS WRIGHT,14271,21.98,0.00%,13.76
JEREMIAH SANCHEZ,22265,21.98,0.00%,13.76
BARBARA WU,14532,21.98,0.00%,13.76
MACKENZIE BLUE,12925,21.98,0.00%,13.76
BENJAMIN WILSON,14443,21.98,0.00%,13.76
HUNTER SHAN,13031,21.98,0.00%,13.76
SETH ANDERSON,13296,21.98,0.00%,13.76
MONIQUE GILL,17727,21.98,0.00%,13.76
DALTON HUGHES,13097,21.98,0.00%,13.76
CAMERON JONES,13899,21.98,0.00%,13.76
ANGELA SANDERS,13309,21.98,0.00%,13.76
ISAAC CAMPBELL,13900,21.98,0.00%,13.76
RUSSELL SHE,17200,21.98,0.00%,13.76
AMANDA RUSSELL,14094,21.98,0.00%,13.76
ALEXIS GONZALES,23521,21.98,0.00%,13.76
MADISON WILSON,19828,21.98,0.00%,13.76
MEGAN JACKSON,12794,21.98,0.00%,13.76
BLAKE FOSTER,13240,21.98,0.00%,13.76
FRANCIS TORRES,17223,21.98,0.00%,13.76
HUNTER THOMPSON,12976,21.98,0.00%,13.76
KAITLYN BAKER,13232,21.98,0.00%,13.76
DERRICK HERNANDEZ,13879,21.98,0.00%,13.76
ANTONIO RUSSELL,14432,21.98,0.00%,13.76
FERNANDO LONG,14873,21.98,0.00%,13.76
BETH SANZ,14462,21.98,0.00%,13.76
JASON LONG,14391,21.98,0.00%,13.76
TARA CHANDER,13333,21.98,0.00%,13.76
MARCUS STEWART,20632,21.98,0.00%,13.76
JAMES ADAMS,12889,21.98,0.00%,13.76
RAFAEL SHAN,13219,21.98,0.00%,13.76
DREW KUMAR,14889,21.98,0.00%,13.76
ROBIN BROWNING,13451,21.98,0.00%,13.76
ROBERT WANG,13236,21.98,0.00%,13.76
IAN BROWN,13888,21.98,0.00%,13.76
ANNA MORGAN,13869,21.98,0.00%,13.76
CHRISTOPHER WALKER,13655,21.98,0.00%,13.76
SYDNEY LOPEZ,13073,21.98,0.00%,13.76
TIMOTHY SANCHEZ,13932,21.98,0.00%,13.76
NAOMI SUAREZ,13834,21.98,0.00%,13.76
JAMES YANG,12786,21.98,0.00%,13.76
BRENDAN ANAND,19847,21.98,0.00%,13.76
BENJAMIN LEWIS,12455,21.98,0.00%,13.76
CARLOS WARD,12900,21.98,0.00%,13.76
SAMANTHA JONES,18317,21.98,0.00%,13.76
PAIGE BUTLER,12968,21.98,0.00%,13.76
JAY WEBER,25244,21.58,0.00%,11.04
BRYANT ARUN,20453,21.49,0.00%,13.45
HUNTER YANG,20237,21.49,0.00%,13.45
DONNA SHE,19346,21.49,0.00%,13.45
TOMMY SHEN,25645,21.49,0.00%,13.45
WESLEY ZENG,20460,21.49,0.00%,13.45
ERIK MARTIN,27176,21.49,0.00%,13.45
JARED SANDERS,25529,21.49,0.00%,13.45
EBONY RAMAN,19348,21.49,0.00%,13.45
MARIE RUBIO,20618,21.49,0.00%,13.45
EDWARD DAVIS,28896,21.49,0.00%,13.45
AUDREY SUAREZ,26981,21.49,0.00%,13.45
RONNIE LIU,26130,21.49,0.00%,13.45
RACHEL ANDERSON,28057,21.49,0.00%,13.45
CARRIE DIAZ,27654,21.49,0.00%,13.45
CHERYL HERNANDEZ,25516,21.49,0.00%,13.45
ALYSSA MARTIN,19587,21.49,0.00%,13.45
GARRETT REED,21121,21.49,0.00%,13.45
STEVE ZHOU,20263,21.49,0.00%,13.45
IVAN MALHOTRA,11558,21.49,0.00%,13.45
XAVIER SMITH,21081,21.49,0.00%,13.45
JAIME ALVAREZ,28058,21.49,0.00%,13.45
JONATHON VAZQUEZ,17906,21.49,0.00%,13.45
PHILIP ALONSO,22303,21.49,0.00%,13.45
JODI ANAND,26129,21.49,0.00%,13.45
GRANT LAL,20065,21.49,0.00%,13.45
LUCAS EVANS,11556,21.49,0.00%,13.45
GERALD CARLSON,27660,21.49,0.00%,13.45
RILEY RAMIREZ,26544,21.49,0.00%,13.45
MADELINE ROBERTS,26878,21.49,0.00%,13.45
CASEY GUTIERREZ,12519,21.49,0.00%,13.45
SANDRA LIU,21099,21.49,0.00%,13.45
PATRICK RICHARDSON,28233,21.49,0.00%,13.45
RENEE ORTEGA,18447,21.49,0.00%,13.45
WESLEY CHEN,29427,21.49,0.00%,13.45
JENNIFER WOOD,26274,21.49,0.00%,13.45
MIGUEL PATTERSON,27665,21.49,0.00%,13.45
SARAH WILLIAMS,28077,21.49,0.00%,13.45
CAROL ZHOU,24454,21.49,0.00%,13.45
COLIN LI,18445,21.49,0.00%,13.45
WILLIE ANAND,26857,21.49,0.00%,13.45
JENNY CAI,29387,21.49,0.00%,13.45
LANCE ROMERO,18310,21.49,0.00%,13.45
DONALD RAMAN,26393,21.49,0.00%,13.45
REBEKAH SUBRAM,26030,21.49,0.00%,13.45
MARIO BLACK,27905,21.49,0.00%,13.45
JAN GRAY,27030,21.49,0.00%,13.45
ANDREA RUSKO,22552,21.49,0.00%,13.45
GARY HERNANDEZ,25541,21.49,0.00%,13.45
DANNY RUIZ,24456,21.49,0.00%,13.45
EMMA PRICE,27639,21.49,0.00%,13.45
DANA MUNOZ,28459,21.49,0.00%,13.45
BARBARA LIU,25685,21.49,0.00%,13.45
MATTHEW ROBINSON,29376,21.49,0.00%,13.45
WARREN SHEN,27503,21.49,0.00%,13.45
BETH SUAREZ,24867,21.49,0.00%,13.45
FELICIA RAMOS,11557,21.49,0.00%,13.45
MARGARET POWELL,27832,21.49,0.00%,13.45
ALEXIS BROWN,27749,21.49,0.00%,13.45
MARISSA BRYANT,28892,21.49,0.00%,13.45
SHARON LUO,11553,21.49,0.00%,13.45
KARA YUAN,26448,21.49,0.00%,13.45
NICHOLAS WILLIAMS,25809,21.49,0.00%,13.45
ROSA GAO,26034,21.49,0.00%,13.45
ROGER JAI,27003,21.49,0.00%,13.45
GLORIA REED,28228,21.49,0.00%,13.45
EMMANUEL ARUN,28463,21.49,0.00%,13.45
SHAUN GOEL,22417,21.49,0.00%,13.45
BRUCE RODRIGUEZ,28473,21.49,0.00%,13.45
TODD MA,19581,21.49,0.00%,13.45
LARRY RAMOS,18446,21.49,0.00%,13.45
KATHERINE CAMPBELL,28448,21.49,0.00%,13.45
DESIREE MUNOZ,24879,21.49,0.00%,13.45
ISAIAH EVANS,28050,21.49,0.00%,13.45
MAX TORRES,25797,21.49,0.00%,13.45
MELINDA ALVAREZ,27655,21.49,0.00%,13.45
WENDY MORENO,24874,21.49,0.00%,13.45
MATTHEW MARTIN,26267,21.49,0.00%,13.45
EDWIN SHE,27417,21.49,0.00%,13.45
APRIL KUMAR,21133,21.49,0.00%,13.45
JORGE HE,20268,21.49,0.00%,13.45
CEDRIC CHANDER,21677,21.49,0.00%,13.45
DEVIN JONES,27742,21.49,0.00%,13.45
MIRANDA FOSTER,27567,21.49,0.00%,13.45
HOLLY SUBRAM,28552,21.49,0.00%,13.45
DAWN LU,27833,21.49,0.00%,13.45
TONI LOPEZ,25140,21.49,0.00%,13.45
TONY LUO,29423,21.49,0.00%,13.45
MACKENZIE KELLY,28124,21.26,0.00%,13.3
RAFAEL HE,14556,19.97,0.00%,12.49
DENISE ARUN,28218,18.97,0.00%,11.87
AMY ZHENG,27853,18.97,0.00%,11.87
ANDREW LEWIS,25644,18.97,0.00%,11.87
JENNIFER SANCHEZ,27203,18.97,0.00%,11.87
REBECCA ALLEN,21787,17.27,0.00%,10.8
JANELLE PATEL,29116,17.27,0.00%,10.8
JORDAN GREEN,21578,17.27,0.00%,10.8
JAMES COLEMAN,21351,17.27,0.00%,10.8
OLIVIA WILLIAMS,21811,17.27,0.00%,10.8
NOAH CAMPBELL,21730,17.27,0.00%,10.8
OMAR LIANG,24245,17.27,0.00%,10.8
BAILEY ROBERTS,21627,17.27,0.00%,10.8
MIGUEL ROSS,15405,15.23,0.00%,9.53
JESSIE GUTIERREZ,28893,15.23,0.00%,9.53
JOSE KUMAR,14401,15.23,0.00%,9.53
DEANNA ALVAREZ,24720,15.23,0.00%,9.53
FERNANDO LOPEZ,13682,15.23,0.00%,9.53
MARGARET CHEN,27941,15.23,0.00%,9.53
JULIO HERNANDEZ,23078,15.23,0.00%,9.53
NOAH PHILLIPS,28144,15.23,0.00%,9.53
TRINITY KELLY,26095,15.23,0.00%,9.53
MICHELLE WARD,15775,15.23,0.00%,9.53
XAVIER CAMPBELL,28089,15.23,0.00%,9.53
KAYLA LEE,20781,15.23,0.00%,9.53
KAITLYN HILL,24659,15.23,0.00%,9.53
NATASHA OLIVER,26996,15.23,0.00%,9.53
ANDY BLANCO,14923,15.23,0.00%,9.53
CARMEN CHANDRA,23315,15.23,0.00%,9.53
SAMUEL FLORES,14499,15.23,0.00%,9.53
TERRY XU,24228,15.23,0.00%,9.53
KENDRA RAMOS,24896,15.23,0.00%,9.53
VIRGINIA CHANDRA,27588,15.23,0.00%,9.53
MELVIN TANG,13663,15.23,0.00%,9.53
MISTY NATH,24141,15.23,0.00%,9.53
AMY GUO,15301,15.23,0.00%,9.53
CLAYTON LIU,21373,15.23,0.00%,9.53
BRETT FERNANDEZ,16214,15.23,0.00%,9.53
MIGUEL MOORE,18312,15.23,0.00%,9.53
DEVIN MORRIS,15875,15.23,0.00%,9.53
JACQUELYN ORTEGA,15305,15.23,0.00%,9.53
JARROD KAPOOR,28930,15.23,0.00%,9.53
EDWARD PHILLIPS,16374,15.23,0.00%,9.53
NATHANIEL RAMIREZ,23190,14.98,0.00%,9.37
EMMA HOWARD,20523,14.98,0.00%,9.37
RANDY LIANG,28958,14.98,0.00%,9.37
JESSIE HUANG,12662,14.98,0.00%,9.37
IAN SIMMONS,21733,14.98,0.00%,9.37
MAURICE BLACK,21779,14.98,0.00%,9.37
ALEXANDRA DIAZ,21731,14.98,0.00%,9.37
JOSHUA BROWN,20695,14.98,0.00%,9.37
AARON BUTLER,21414,14.98,0.00%,9.37
EMMANUEL FERNANDEZ,28955,14.98,0.00%,9.37
SOPHIA YOUNG,20409,14.98,0.00%,9.37
